	day30_rep3_tbx5_ge	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
ZNF431	3176	338	768	1013	1128
ZNF708	484	168	326	442	398
ZNF738	1652	361	775	847	580
ZNF493	209	164	171	461	364
LOC105372321	154	58	233	575	399
LINC00664	32	3	0	18	9
ZNF429	251	232	216	857	720
LOC124904670	6	0	1	13	9
LOC101929007	10	1	5	6	3
LOC105372323	11	3	8	6	4
LOC400682	2	1	0	0	1
ZNF100	408	74	255	291	180
CCNYL6	7	3	7	3	4
ZNF43	339	228	507	769	384
LOC105372324	0	0	0	0	0
LOC105372326	0	0	0	0	0
LOC105372325	0	0	0	0	0
ZNF208	7	1	5	6	1
LOC124904672	5	0	0	2	0
LOC112268248	3	0	0	2	2
ZNF257	3	0	2	0	0
ZNF676	3	0	1	2	1
ZNF729	0	0	6	0	0
LOC105372330	0	0	0	0	0
ZNF98	2	0	2	0	0
LOC105376917	0	0	0	0	0
LOC101929124	16	0	3	6	1
LINC01233	0	0	0	0	0
LOC105372331	0	0	1	0	0
GOLGA2P9	3	0	1	0	1
LOC100996349	0	0	0	0	0
LINC01785	0	0	0	0	0
ZNF492	0	0	0	1	1
ZNF99	5	0	3	2	1
ZNF723	1	0	0	0	0
LOC105372332	1	0	0	0	0
ZNF728	1	0	2	2	1
LINC01859	0	0	0	0	0
LINC01858	1	0	0	0	0
ZNF730	68	98	366	318	174
ZNF724	128	25	129	153	76
IPO5P1	443	1554	880	609	1152
ZNF91	1896	682	946	1987	1569
LOC124904675	3	1	1	0	1
LOC124904674	2	0	1	1	2
LOC107985285	2	0	0	2	1
LINC01224	14	10	21	129	39
LOC105372335	2	0	1	2	0
LOC105372334	2	0	1	2	0
LOC105372337	25	0	2	8	1
LOC105372338	9	0	2	0	0
LOC105372339	0	0	0	0	0
ZNF675	301	66	253	311	181
ZNF681	60	51	157	134	96
RPSA2	458	310	425	507	349
LOC124904677	5	0	5	6	3
ZNF726	73	27	92	113	44
LOC100505851	1	0	0	1	0
ZNF254	799	312	674	1243	884
HAVCR1P1	9	0	8	5	5
LOC124904678	8	3	8	13	7
LOC105372345	1	1	3	13	14
LINC00662	53	73	34	122	137
LINC02987	91	36	73	107	99
LOC105372348	0	0	0	0	0
LOC105372347	0	0	0	0	0
LOC105372346	0	0	0	0	0
LOC100420587	0	0	3	8	3
LOC105372349	0	0	0	1	0
LOC124904681	1	0	0	0	0
LOC102724908	0	0	0	0	1
LOC124904679	0	0	0	0	0
LOC124904797	0	0	0	0	0
LINC00906	2	0	1	0	0
LOC102724958	0	1	0	0	0
LINC01532	0	0	0	0	0
LOC124904682	0	0	0	0	0
UQCRFS1	4327	2119	2135	5364	5162
UQCRFS1-DT	3	4	1	6	4
VSTM2B-DT	1	0	0	3	0
LOC124904683	1	0	0	1	0
VSTM2B	3	0	3	68	0
POP4	1587	436	664	671	711
LOC105372353	7	2	2	0	4
PLEKHF1	325	120	151	97	184
C19orf12	1265	1153	1575	949	1229
LOC107985345	1	0	2	1	1
CCNE1	669	792	537	222	431
URI1	1483	1284	1600	1440	2005
LOC107985271	2	0	1	0	0
ZNF536	18	4	11	433	88
LOC124904685	0	0	0	0	0
LOC105372354	0	0	0	1	0
LINC01834	0	0	0	0	0
LOC105372355	0	0	0	0	0
LOC124900621	0	0	0	0	0
LOC105372356	4	0	1	1	0
LOC105372358	0	0	2	1	0
TSHZ3	416	2002	1268	407	601
LINC01791	0	2	0	0	0
TSHZ3-AS1	55	67	104	30	38
LOC124904794	3	20	14	7	18
LINC02841	0	0	0	0	0
THEG5	1	0	0	0	0
LOC105372361	1	0	0	0	0
LOC105372362	0	0	0	0	0
LINC01837	4	0	0	1	0
LOC105372364	1	0	0	0	0
LINC01533	1	0	0	0	0
LOC105376899	1	0	0	4	0
LINC01782	0	2	0	0	1
LOC124904688	6	0	0	0	0
ZNF507	1255	478	627	1199	1426
LOC124904689	3	0	0	0	1
DPY19L3-DT	14	13	11	17	13
DPY19L3	871	1079	1449	1657	1828
PDCD5	1956	1202	2656	2940	2248
ANKRD27	867	541	819	534	877
SNORA68B	0	1	2	0	1
RGS9BP	12	53	15	6	40
NUDT19	109	39	91	353	252
LOC124904690	4	3	4	2	7
TDRD12	14	2	7	7	2
SLC7A9	14	7	18	12	5
CEP89	922	376	776	666	685
FAAP24	219	66	142	91	99
RHPN2	3099	907	1895	679	734
GPATCH1	739	230	340	630	455
WDR88	13	7	4	10	11
LOC124904691	40	80	55	77	109
TRT-AGT1-3	0	0	0	2	0
LRP3	1650	1330	1330	1421	1437
SLC7A10	4	1	1	2	1
CEBPA	473	174	208	81	138
CEBPA-DT	30	79	70	15	52
CEBPG	3837	1343	1458	2517	2294
PEPD	2189	1400	1148	1948	1898
LOC124904692	20	7	2	5	5
LOC105372370	0	0	1	2	0
LOC100996681	0	0	0	0	0
CHST8	72	2	15	78	9
KCTD15	1132	1860	2396	1512	1585
LOC124904693	1	2	0	2	2
SUNO1	56	11	13	6	8
LOC105372371	0	0	0	0	0
LSM14A	7968	3122	4068	5698	5883
GARRE1	3170	1881	1749	1353	2139
GPI	3731	7007	5351	8977	11565
PDCD2L	335	112	158	346	243
LOC124904695	4	1	0	0	3
UBA2	3928	1389	2936	3580	3450
WTIP	4205	2416	2852	1327	2256
ZNF807P	5	0	3	6	4
LOC105372374	0	0	0	0	0
SCGB1B2P	14	3	7	14	4
SCGB2B2	7	3	8	11	21
SCGB2B3P	1	2	0	0	0
ZNF302	748	896	795	2099	1711
ZNF181	481	312	247	878	826
LOC124904698	52	6	13	32	33
ZNF599	104	102	84	95	108
LOC124904696	0	0	0	0	0
LINC01801	4	8	11	13	7
LINC03049	7	6	10	32	13
LINC00904	4	0	0	0	0
LOC105372377	0	0	0	1	0
LINC01838	3	0	0	0	0
ZNF30-AS1	1	7	0	6	9
ZNF30	113	56	86	209	180
ZNF792	225	54	133	65	77
LOC124904699	0	0	0	0	0
LOC124904700	0	0	0	0	0
GRAMD1A	1838	2206	2421	1649	2325
SCN1B	50	36	58	48	78
HPN	62	5	203	4	6
HPN-AS1	6	0	5	4	2
LOC124904701	2	0	0	0	0
FXYD3	5	3	5	2	3
MIR6887	0	0	0	0	0
LGI4	63	78	17	683	393
FXYD1	63	652	42	3739	2152
FXYD7	3	62	23	98	13
FXYD5	1020	697	1175	66	410
LOC105372379	0	0	0	1	0
FAM187B	9	0	2	0	0
LSR	4392	551	2141	792	666
LOC105372380	24	5	24	11	17
USF2	2564	3321	2595	2900	3814
HAMP	5	0	3	13	28
MAG	1	27	10	6	13
CD22	4	57	11	6	21
MIR5196	2	0	0	0	0
FFAR1	4	2	0	0	3
FFAR3	2	14	6	0	3
GPR42	0	0	0	0	0
LINC01531	5	7	1	19	30
LOC101927522	0	4	1	15	18
FFAR2	12	0	3	1	0
KRTDAP	23	2	3	5	3
LOC124904703	12	4	4	4	5
DMKN	1495	667	680	1490	1275
SBSN	54	7	314	1	8
GAPDHS	141	161	149	167	189
TMEM147-AS1	56	90	69	139	128
TMEM147	1521	1086	1223	1264	1107
ATP4A	6	1	5	4	1
LOC124904704	1	0	0	1	2
PMIS2	3	0	2	0	0
LINC01766	2	0	0	0	1
HAUS5-DT	0	0	0	0	0
HAUS5	702	390	547	557	537
RBM42	9914	2463	3763	2886	3002
ETV2	74	25	17	23	24
COX6B1	5008	4235	3535	6812	5666
UPK1A	20	1	2	9	4
UPK1A-AS1	5	1	0	2	3
ZBTB32	10	9	14	7	19
KMT2B	4894	1295	2200	1722	2784
IGFLR1	29	41	67	49	35
U2AF1L4	370	289	230	377	338
PSENEN	1362	997	1382	1151	1012
LIN37	986	390	666	642	585
HSPB6	550	12801	1022	2748	2957
PROSER3	761	511	687	577	722
ARHGAP33	145	293	316	661	513
LINC01529	0	1	0	1	0
PRODH2	2	1	2	1	0
NPHS1	11	72	67	70	40
KIRREL2	21	43	21	48	25
LOC107985317	1	0	1	1	0
APLP1	1214	994	631	1767	1323
LOC124904705	4	0	1	0	1
NFKBID	141	72	115	34	40
HCST	11	31	15	5	12
TYROBP	2	6	9	0	0
LRFN3	254	434	494	268	372
LOC105372383	6	3	4	5	5
SDHAF1	860	502	448	417	388
SYNE4	34	8	17	1	11
ALKBH6	573	373	404	307	299
LOC101927572	2	2	4	3	2
CLIP3	1785	1207	742	1099	1291
THAP8	111	281	211	210	238
WDR62	423	92	517	324	282
OVOL3	7	0	2	6	1
POLR2I	689	776	977	1009	686
TBCB	2162	1947	4012	2205	1949
LOC105372385	5	0	0	0	0
CAPNS1	12815	5367	8273	6227	7426
COX7A1	28	31	14	40	20
ZNF565	161	89	114	113	135
ZNF146	3583	1333	1938	2919	3219
LOC107985304	20	14	15	13	19
LOC124904707	12	8	4	6	9
LOC100134317	14	2	3	7	6
LINC00665	763	296	436	449	338
ZFP14	156	130	156	275	222
ZFP82	609	114	230	422	316
LOC644189	17	0	8	1	0
ZNF566	421	134	187	428	337
ZNF566-AS1	58	46	23	62	72
ZNF260	951	307	822	1006	976
ZNF529	1087	325	473	799	905
ZNF529-AS1	184	67	108	97	101
ZNF382	308	120	217	537	434
ZNF461	638	84	158	326	269
ZNF567	584	134	200	360	271
ZNF567-DT	20	7	5	13	13
ZNF850	745	172	578	675	501
LOC728485	188	24	123	186	58
ZNF790-AS1	211	46	36	158	87
ZNF790	292	65	116	249	228
ZNF345	126	85	73	133	159
ZNF829	655	84	156	266	181
ZNF568	905	154	239	275	282
ZNF420	670	112	197	442	342
LOC105372390	7	7	10	14	13
ZNF585A	611	176	295	556	508
ZNF585B	53	3	3	428	423
ZNF383	668	158	210	390	364
LINC01535	5	1	2	113	87
LOC284412	0	3	0	7	5
ZNF875	1686	781	902	1387	1421
ZNF527	288	109	191	293	276
ZNF569	513	138	316	387	303
ZNF570	472	113	305	331	280
ZNF793-AS1	38	43	54	256	127
ZNF793	340	201	359	394	318
LOC124904708	27	23	16	42	44
ZNF571-AS1	11	8	8	44	47
ZNF540	57	24	21	94	43
ZNF571	197	23	43	107	73
ZFP30	3963	174	298	682	542
ZNF781	76	59	55	67	52
ZNF607	828	83	225	285	228
ZNF573	98	49	43	123	93
LOC105372394	4	1	3	8	3
LOC644554	9	6	9	31	26
WDR87BP	7	1	5	2	7
LOC105372395	7	0	1	1	0
WDR87	11	0	2	1	1
LOC107985301	1	0	0	0	0
SIPA1L3	1194	413	1106	486	526
LOC105372396	0	0	0	0	0
SNORD152	0	0	1	0	0
DPF1	228	45	171	474	114
PPP1R14A	110	207	522	1048	416
SPINT2	5811	4337	6915	4655	3135
YIF1B	2895	2533	2769	1659	1783
C19orf33	0	0	0	0	0
KCNK6	4133	4560	3135	4994	2809
CATSPERG	120	33	42	54	53
LOC124904798	0	0	0	0	1
PSMD8	12597	4169	5611	6360	6391
GGN	101	73	51	32	59
SPRED3	335	129	262	202	269
FAM98C	424	350	191	281	377
RASGRP4	7	13	5	2	3
RYR1	43	5	29	27	11
LOC124904710	0	0	0	0	0
MAP4K1	19	6	10	10	6
MAP4K1-AS1	2	0	0	1	0
EIF3K	1895	3542	2849	5037	4933
ACTN4	15714	13959	32456	6554	9622
LOC107985291	1	1	3	1	12
CAPN12	11	3	16	2	6
LOC124904711	7	1	15	8	11
LGALS7	0	0	0	0	0
LGALS7B	0	0	0	0	0
LGALS4	17	6	10	5	9
ECH1	1941	1749	1667	3577	3743
LOC124904712	98	38	59	63	65
HNRNPL	10241	3441	7191	4020	4965
RINL	97	44	55	45	48
SIRT2	2109	1449	1063	922	1659
NFKBIB	3322	572	1219	758	781
CCER2	10	5	4	13	15
SARS2	294	503	543	557	646
MRPS12	1788	671	1176	803	875
LOC124904713	12	6	9	19	15
FBXO17	1261	941	615	755	682
FBXO27	456	196	124	435	343
ACP7	5	1	3	0	0
PAK4	3545	1894	3531	1792	2312
LOC124904714	0	0	3	6	1
LOC124904716	2	0	3	3	10
NCCRP1	56	54	228	17	43
SYCN	0	3	0	0	0
LOC124904717	6	0	2	1	2
IFNL3	4	0	1	0	0
IFNL4	2	0	1	2	1
IFNL2	1	0	0	0	0
IFNL1	0	0	2	0	1
LRFN1	245	619	445	305	395
GMFG	12	5	19	9	7
SAMD4B	3979	2573	2733	2716	3455
PAF1	3623	1416	2142	2639	2973
MED29	3153	1292	1454	2013	2238
ZFP36	891	309	843	334	1014
MIR4530	0	0	0	1	0
TRI-TAT1-1	2	2	4	12	9
PLEKHG2	2144	1908	3501	2108	2450
RPS16	19121	19424	13252	19436	17479
SUPT5H	21004	4738	5836	6625	7645
SNORD175	8	1	1	3	2
TIMM50	4389	1549	2701	2556	2527
LOC124904718	57	20	49	33	47
DLL3	70	27	41	455	44
SELENOV	20	0	7	3	3
EID2B	104	128	118	233	219
EID2	2674	731	959	1314	1582
LOC105372399	0	0	0	0	1
LGALS13	0	0	2	0	0
LOC100129935	3	0	8	1	0
LGALS16	0	0	0	0	0
LGALS17A	1	0	0	0	0
LGALS14	1	0	1	0	0
CLC	0	0	0	0	0
LEUTX	2	0	0	0	0
LOC124904719	0	0	0	0	0
DYRK1B	523	644	454	958	1197
MIR6719	4	3	1	4	4
FBL	2584	2195	2901	1791	2239
FCGBP	60	7	13	21	40
LOC124904722	4	0	0	2	0
LOC124904720	5	1	2	5	7
PSMC4	8516	2128	4167	3616	3455
ZNF546	190	68	85	198	180
ZNF780B	584	346	373	672	776
ZNF780A	690	237	390	452	504
MAP3K10	1218	656	691	515	658
TTC9B	46	3	3	54	7
CCNP	47	3	6	7	8
AKT2	3432	3912	3323	2920	4118
LOC107985289	7	0	8	7	3
MIR641	1	12	6	15	16
C19orf47	941	695	776	1466	1476
PLD3	13923	30147	15086	6315	16025
MIR6796	0	0	0	0	1
HIPK4	15	25	11	20	47
PRX	320	682	371	169	404
SERTAD1	3806	569	1074	882	1934
SERTAD3	2023	1401	2374	1383	1689
SERTAD3-AS1	1	6	7	6	9
BLVRB	1007	986	497	1146	1340
SPTBN4	39	50	15	55	51
SHKBP1	1939	809	1206	788	751
LTBP4	1340	5635	3082	2050	3153
NUMBL	1284	1042	1832	472	957
COQ8B	668	1067	835	1080	1116
ITPKC	3728	830	1334	838	1478
ACTMAP	1047	508	436	466	543
SNRPA	982	778	1699	983	866
MIA	6	0	0	1	0
MIA-RAB4B	0	0	0	0	0
RAB4B-EGLN2	0	0	0	0	0
RAB4B	0	0	0	0	0
EGLN2	11	5	13	0	4
CYP2T1P	55	179	178	36	53
CYP2A6	5	12	7	17	16
CYP2A7	4	2	5	1	4
CYP2G1P	3	0	3	4	8
CYP2B7P	10	17	14	10	8
CYP2B6	2	0	4	0	0
CYP2A13	0	0	2	0	0
CYP2F1	9	0	5	0	2
LOC124904790	17	1	3	3	0
CYP2S1	1430	36	642	0	36
AXL	12615	3188	8173	1521	3135
HNRNPUL1	11874	6906	10856	7290	8547
LOC105372401	113	22	20	10	58
CCDC97	1985	611	1299	976	1093
TGFB1	4916	3203	5225	865	2684
B9D2	194	115	142	145	82
TMEM91	189	459	102	89	169
EXOSC5	585	269	348	343	282
BCKDHA	1447	1116	589	1545	1914
B3GNT8	85	109	168	267	194
DMAC2	3498	1668	2048	2724	2367
ERICH4	1	0	0	0	0
LOC107985329	0	0	0	0	0
PCAT19	0	0	2	0	0
LINC01480	0	2	11	0	0
CEACAM21	6	0	34	2	0
LOC105372404	1	0	1	2	2
CEACAM4	6	0	0	0	0
LOC105372405	0	0	0	0	0
CEACAM7	0	0	0	0	0
CEACAM5	4	0	4	1	0
CEACAM6	4	0	51	0	0
LOC112268252	1	0	0	0	0
CEACAM3	5	0	2	0	0
LYPD4	5	0	0	3	0
DMRTC2	11	0	2	0	0
RPS19	25487	23083	19975	18968	18998
MIR6797	5	0	4	0	2
CD79A	47	10	7	10	9
ARHGEF1	4278	1449	2283	748	1521
ERFL	157	12	11	1	4
RABAC1	6126	5720	4472	3000	4186
ATP1A3	122	132	25	930	215
GRIK5	100	64	23	166	91
ZNF574	1361	494	798	810	887
POU2F2	98	27	57	330	137
LNROP	0	0	0	5	1
MIR4323	0	0	0	0	0
DEDD2	3364	547	746	866	917
ZNF526	930	399	764	474	635
GSK3A	6590	1724	2627	1720	2140
ERF	1997	1700	3779	2585	3131
CIC	5314	2634	3523	2771	4119
PAFAH1B3	212	230	538	670	402
PRR19	24	19	29	22	20
TMEM145	13	3	7	70	11
MEGF8	4448	5445	3336	3583	4448
MIR8077	0	0	0	0	0
CNFN	19	17	14	21	12
LOC101930071	0	0	0	0	0
LIPE-AS1	25	24	13	28	22
LIPE	167	153	152	269	230
CXCL17	3	0	2	1	1
CEACAM1	46	39	188	3	274
LOC105372407	0	1	0	0	1
CEACAM8	2	0	2	0	0
PSG3	1	0	1	0	0
PSG8	10	0	4	0	0
PSG8-AS1	6	0	1	0	1
PSG10P	4	0	2	0	0
PSG1	5	0	7	0	0
PSG6	6	0	1	0	0
PSG7	1	0	3	0	0
PSG11	3	0	1	0	0
PSG2	1	0	0	0	0
PSG11-AS1	4	0	1	0	0
PSG5	15	0	4	0	0
PSG4	116	2	45	0	0
LOC284344	2	0	1	0	0
PSG9	14	0	0	0	0
PRG1	1	0	0	0	0
CD177	6	0	8	1	0
TEX101	2	0	3	0	0
LYPD3	30	20	3	19	13
PHLDB3	1392	398	385	292	647
ETHE1	1169	873	971	399	624
ZNF575	20	95	27	24	43
XRCC1	761	807	1038	1223	1108
PINLYP	15	9	12	23	19
IRGQ	3094	1072	2065	1392	1798
ZNF576	842	352	447	343	399
ZNF428	634	793	737	549	852
SRRM5	81	18	13	16	25
LOC105372411	30	12	20	34	26
CADM4	2995	1014	1408	1502	1395
PLAUR	1745	380	863	60	252
LOC124904724	6	3	4	0	1
LOC105372412	1	1	0	0	0
IRGC	6	0	1	1	2
SMG9	1426	676	1121	933	1092
KCNN4	8	3	22	3	2
LYPD5	3	2	5	2	0
ZNF283	511	142	257	249	312
ZNF404	90	61	57	77	115
LOC100505715	119	76	61	73	84
ZNF45-AS1	36	10	33	17	37
ZNF45	725	182	306	349	452
ZNF221	374	240	378	537	517
ZNF155	376	130	166	244	226
ZNF230-DT	15	8	17	20	8
ZNF230	402	77	102	126	143
ZNF222-DT	1	0	1	2	1
ZNF222	499	81	132	170	169
ZNF223	373	106	182	260	205
ZNF284	164	78	139	170	193
ZNF224	306	100	122	119	168
ZNF225-AS1	199	27	47	74	44
ZNF225	405	118	170	279	264
ZNF234	455	259	340	396	512
ZNF226	979	436	459	1278	1119
ZNF227	756	191	267	429	368
LOC124904726	72	34	24	54	50
ZNF233	55	33	27	78	82
ZNF235	127	107	157	177	145
ZNF112	283	189	226	437	406
ZNF285	116	80	93	294	201
ZNF229	632	246	411	500	479
ZNF180	311	146	227	331	288
CEACAM20	4	0	0	1	0
CEACAM22P	0	3	0	2	0
IGSF23	1	5	2	5	6
PVR	7142	4375	5782	2178	3519
MIR4531	0	0	0	0	1
CEACAM19	448	449	281	564	648
LOC107985306	8	1	6	3	4
CEACAM16	1	0	2	3	4
BCL3	206	399	506	207	720
MIR8085	0	0	0	0	0
CBLC	8	1	29	0	1
BCAM	2947	7121	2694	8734	6835
NECTIN2	14853	7823	13320	3745	5592
TOMM40	4324	2112	4522	2598	2614
APOE	25243	10942	24784	638	4452
APOC1	125	19	497	9	14
APOC1P1	3	0	5	0	0
APOC4	0	0	0	0	0
APOC4-APOC2	2	0	0	0	0
APOC2	0	0	0	0	0
CLPTM1	7436	2537	2930	2527	3395
RELB	879	180	824	801	583
CLASRP	3114	1206	1473	1822	1651
ZNF296	94	8	12	13	12
GEMIN7	383	138	229	221	238
GEMIN7-AS1	4	7	5	11	15
PPP1R37	2376	1427	1612	1445	1893
NKPD1	54	14	13	35	31
LOC105372420	5	2	0	3	2
TRAPPC6A	232	501	262	589	521
BLOC1S3	1912	525	653	289	453
EXOC3L2	37	55	52	14	43
MARK4	3664	1927	2126	1435	2313
CKM	579	3315	372	3373	8722
KLC3	187	9	38	19	16
ERCC2	771	1183	1413	1150	1220
PPP1R13L	956	568	1110	428	512
POLR1G	117	65	152	69	87
ERCC1	1016	1518	1291	1587	1890
MIR6088	0	0	0	0	0
FOSB	272	127	672	91	449
TRU-TCA1-1	2	0	1	1	3
RTN2	417	624	943	560	442
PPM1N	41	24	18	10	9
LOC107985314	29	20	33	16	22
VASP	3807	2157	6932	2050	2660
LOC107985315	17	1	11	5	6
OPA3	1997	1211	1444	1319	1804
GPR4	4	5	2	1	0
EML2	673	391	322	694	939
MIR330	0	1	2	0	0
EML2-AS1	9	7	5	1	10
GIPR	61	145	85	131	232
MIR642A	0	0	0	0	0
MIR642B	0	0	0	0	0
SNRPD2	4294	3035	3088	3075	2981
QPCTL	1511	445	566	156	308
FBXO46	555	631	982	596	658
MEIOSIN	6	0	4	3	1
SIX5	1053	1531	1214	1160	1370
DM1-AS	10	11	7	13	14
DMPK	4368	6516	2554	7651	7101
DMWD	3653	2626	2165	2549	3157
RSPH6A	16	1	4	2	2
SYMPK	3606	1933	2427	2309	2863
FOXA3	80	0	132	1	2
IRF2BP1	2259	1456	1376	1184	1881
MYPOP	156	238	220	150	274
NANOS2	3	1	0	3	0
NOVA2	16	22	10	574	76
CCDC61	139	196	238	76	138
MIR769	1	0	1	0	0
PGLYRP1	4	6	0	2	3
LOC105372421	2	5	4	9	7
IGFL4	3	1	0	4	6
IGFL2	6	7	6	10	6
IGFL3	1	4	13	1	2
LOC105372424	0	1	4	0	2
IGFL2-AS1	1	0	0	1	0
LOC93429	1	0	0	0	0
IGFL1	0	0	0	0	0
LOC124904728	0	0	0	0	0
HIF3A	198	1602	595	1551	1650
PPP5C	3392	1946	2994	3343	3509
LOC105372426	91	71	113	133	146
CCDC8	1693	2528	2627	1727	3266
PNMA8C	4	32	15	236	28
PNMA8A	790	1852	1353	2296	2402
PNMA8B	14	160	110	51	116
PPP5D1P	39	18	9	10	28
CALM3	5287	8010	9297	3986	5496
LOC124904729	11	8	20	11	21
PTGIR	434	891	591	8	237
GNG8	30	50	164	21	49
DACT3	1967	2806	2642	1751	2998
DACT3-AS1	22	58	29	68	96
PRKD2	1504	441	801	521	742
MIR320E	1	0	5	1	2
LOC107987269	22	0	9	2	4
STRN4	6224	3603	4655	4793	5514
FKRP	1645	1198	1223	1264	1721
SLC1A5	4055	7892	5983	719	3991
SNAR-E	0	0	0	1	0
AP2S1	4731	3680	4158	2199	3293
LOC124904791	9	13	12	13	20
ARHGAP35	4205	3325	3414	5106	5813
NPAS1	630	254	31	126	180
TMEM160	840	910	1167	425	491
ZC3H4	2910	1349	1782	1248	1737
SAE1	9003	3584	5755	6183	5858
LOC124904730	10	2	5	6	2
BBC3	1665	1094	790	707	1273
MIR3190	0	0	0	0	0
MIR3191	0	0	0	0	0
LOC124904731	13	7	0	11	18
CCDC9	2618	1013	1661	554	1268
INAFM1	0	0	0	0	0
C5AR1	19	15	15	32	23
C5AR2	13	0	0	2	0
DHX34	1628	449	1057	786	864
MEIS3	1931	2916	2741	1252	1347
SLC8A2	89	396	55	262	320
KPTN	772	297	362	301	290
NAPA-AS1	10	13	6	25	26
NAPA	6013	2207	2156	2361	2511
ZNF541	10	13	6	6	4
BICRA	970	555	856	428	620
EHD2	3844	10149	6846	260	3690
LOC124904733	3	3	6	1	4
NOP53	5713	9600	3839	6436	8668
SNORD23	25	3	13	7	7
NOP53-AS1	13	3	2	11	16
SELENOW	4004	6372	5795	12315	9847
TPRX1	2	0	1	0	0
CRX	16	0	3	4	0
TPRX2	1	0	0	0	0
LINC01595	0	0	0	0	0
SULT2A1	2	0	15	0	0
SNAR-A12	0	0	0	0	0
SNAR-C5	0	0	0	0	0
SNAR-A1	0	0	0	0	0
SNAR-A3	0	0	0	0	0
SNAR-C2	0	0	0	0	0
SNAR-A2	0	0	0	0	0
SNAR-C4	2	0	0	0	0
SNAR-A13	0	0	0	0	0
SNAR-C3	0	0	0	0	0
SNAR-C1	0	0	0	0	0
BSPH1	2	0	0	0	0
ELSPBP1	5	0	11	0	0
CABP5	2	0	1	0	0
PLA2G4C	150	73	62	596	400
PLA2G4C-AS1	0	0	1	0	1
LIG1	429	483	889	1109	957
LOC107985293	0	0	0	1	1
ZSWIM9	846	345	355	184	452
CARD8	510	429	508	860	755
LOC124904734	4	0	0	0	0
CARD8-AS1	81	10	29	57	48
ZNF114-AS1	2	0	0	0	1
ZNF114	15	7	41	55	30
ODAD1	24	17	10	20	18
LOC124904735	11	8	7	11	11
EMP3	3475	2421	3454	1719	2155
TMEM143	85	245	92	234	319
SYNGR4	1	1	0	1	8
KDELR1	8109	4330	5605	2039	4157
GRIN2D	135	140	154	105	138
GRWD1	3177	831	2100	1289	1508
KCNJ14	264	14	28	40	35
LOC105372430	7	0	0	0	2
CYTH2	5311	3119	4000	3619	3887
LMTK3	191	91	181	80	27
SULT2B1	20	1	3	4	6
FAM83E	49	6	25	6	17
SPACA4	10	0	7	2	4
RPL18	16025	17279	13263	15329	14536
SPHK2	632	455	544	305	478
DBP	53	95	20	154	177
CA11	300	499	194	155	323
SEC1P	2	3	1	2	7
NTN5	1	16	2	0	8
LOC105372431	2	7	0	2	4
FUT2	12	14	45	8	11
LOC105447645	4	5	5	2	4
MAMSTR	31	125	92	71	94
RASIP1	26	30	53	17	22
LOC124904737	0	1	0	3	0
IZUMO1	8	0	0	1	1
FUT1	143	30	31	2	11
FGF21	2	3	3	1	1
BCAT2	1146	866	657	1109	1264
LOC105372432	86	16	29	6	33
HSD17B14	1365	382	353	57	286
PLEKHA4	395	2084	942	823	2014
PPP1R15A	33711	3619	5268	5478	8350
TULP2	6	0	6	5	11
NUCB1	9291	7551	5085	1919	4347
NUCB1-AS1	2	0	1	1	4
DHDH	129	71	55	55	60
BAX	4573	2224	3537	2102	3266
FTL	99389	45661	29470	6619	29107
GYS1	1251	2028	2298	3681	4649
RUVBL2	3010	1846	2734	2886	3016
MIR6798	0	0	0	0	0
LHB	7	6	6	6	9
LOC101059948	0	0	0	0	2
LOC124904738	11	1	2	4	6
CGB3	2	0	1	2	0
SNAR-G2	0	0	0	0	0
CGB2	0	1	2	0	0
CGB1	1	0	0	0	0
SNAR-G1	0	0	0	0	0
CGB5	2	0	0	0	0
CGB8	2	1	18	0	0
CGB7	347	122	71	66	78
NTF4	434	464	247	226	223
KCNA7	16	5	9	10	7
SNRNP70	8623	7294	6831	4914	7403
LIN7B	102	197	148	321	222
C19orf73	12	30	19	37	38
PPFIA3	316	1023	440	607	831
HRC	194	1086	197	2390	2270
TRPM4	486	769	466	833	1221
LOC107985340	1	0	0	1	0
SLC6A16	96	92	119	196	227
MIR4324	0	0	0	2	1
CD37	74	166	136	82	149
TEAD2	644	1770	2607	1657	1862
DKKL1	28	37	34	55	38
LOC101928295	13	6	8	5	8
KASH5	2	1	2	3	3
LOC124904740	0	0	0	0	0
PTH2	0	0	2	2	0
GFY	11	1	6	30	2
SLC17A7	58	3	10	23	22
PIH1D1	1336	1170	1134	1167	1051
ALDH16A1	1309	855	1371	397	553
FLT3LG	32	59	5	14	33
RPL13A	34162	60822	31513	38085	41785
SNORD32A	14	8	16	4	6
SNORD33	0	1	0	1	2
SNORD34	0	0	0	1	2
SNORD35A	21	14	15	5	14
RPS11	15371	26781	19087	19928	20654
SNORD35B	25	14	22	10	18
MIR150	0	2	0	0	0
FCGRT	3060	2648	1253	891	2057
RCN3	1229	4955	2904	49	678
NOSIP	3414	1558	1931	2770	2337
PRRG2	60	15	46	9	8
PRR12	1427	1022	1488	810	1281
RRAS	2732	3499	3108	2880	2551
SCAF1	15090	3477	5480	3015	5071
IRF3	1444	980	1418	831	1105
BCL2L12	1803	589	1149	599	655
PRMT1	5239	5331	8302	7311	6803
MIR5088	0	0	0	0	0
ADM5	44	11	21	13	5
